filename,model,split,label,tcg,set,source,license_note,date_added,notes,detection_split
BT20-036.jpg,tcg_identifier,test,digimon,digimon,BT20,digimoncard.io:BT20-036,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,BanchoLeomon,train
BT21-040.jpg,tcg_identifier,test,digimon,digimon,BT21,digimoncard.io:BT21-040,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,Agumon,train
BT21-064.jpg,tcg_identifier,test,digimon,digimon,BT21,digimoncard.io:BT21-064,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Guilmon,train
BT22-011.jpg,tcg_identifier,test,digimon,digimon,BT22,digimoncard.io:BT22-011,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,BlueMeramon,index
BT22-041.jpg,tcg_identifier,test,digimon,digimon,BT22,digimoncard.io:BT22-041,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,,index
BT22-043.jpg,tcg_identifier,test,digimon,digimon,BT22,digimoncard.io:BT22-043,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Terriermon,index
BT22-058.jpg,tcg_identifier,test,digimon,digimon,BT22,digimoncard.io:BT22-058,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Dreammon,index
BT22-101.jpg,tcg_identifier,test,digimon,digimon,BT22,digimoncard.io:BT22-101,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Kyoko Kuremi,index
BT23-068.jpg,tcg_identifier,test,digimon,digimon,BT23,digimoncard.io:BT23-068,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,GranDracmon,eval
BT24-005.jpg,tcg_identifier,test,digimon,digimon,BT24,digimoncard.io:BT24-005,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,Kyokyomon,train
BT24-069.jpg,tcg_identifier,test,digimon,digimon,BT24,digimoncard.io:BT24-069,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Vilemon,train
BT25-074.jpg,tcg_identifier,test,digimon,digimon,BT25,digimoncard.io:BT25-074,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Tankdramon,index
BT25-101.jpg,tcg_identifier,test,digimon,digimon,BT25,digimoncard.io:BT25-101,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Divine Arms Version Ω,index
BT26-057.jpg,tcg_identifier,test,digimon,digimon,BT26,digimoncard.io:BT26-057,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,,train
BT26-072.jpg,tcg_identifier,test,digimon,digimon,BT26,digimoncard.io:BT26-072,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,Peckmon,train
BT3-017.jpg,tcg_identifier,test,digimon,digimon,BT3,digimoncard.io:BT3-017,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Valkyrimon,index
BT3-023.jpg,tcg_identifier,test,digimon,digimon,BT3,digimoncard.io:BT3-023,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Angemon,index
BT7-005.jpg,tcg_identifier,test,digimon,digimon,BT7,digimoncard.io:BT7-005,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Dorimon,train
BT7-036.jpg,tcg_identifier,test,digimon,digimon,BT7,digimoncard.io:BT7-036,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Zephyrmon,train
BT7-080.jpg,tcg_identifier,test,digimon,digimon,BT7,digimoncard.io:BT7-080,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Neemon,train
BT8-054.jpg,tcg_identifier,test,digimon,digimon,BT8,digimoncard.io:BT8-054,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Pistmon,train
BT8-064.jpg,tcg_identifier,test,digimon,digimon,BT8,digimoncard.io:BT8-064,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Greymon,train
BT9-019.jpg,tcg_identifier,test,digimon,digimon,BT9,digimoncard.io:BT9-019,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Crabmon,eval
BT9-036.jpg,tcg_identifier,test,digimon,digimon,BT9,digimoncard.io:BT9-036,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Gatomon (X Antibody),eval
BT9-087.jpg,tcg_identifier,test,digimon,digimon,BT9,digimoncard.io:BT9-087,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,T.K. Takaishi & Izzy Izumi,eval
EX1-040.jpg,tcg_identifier,test,digimon,digimon,EX1,digimoncard.io:EX1-040,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,MegaKabuterimon,train
EX1-048.jpg,tcg_identifier,test,digimon,digimon,EX1,digimoncard.io:EX1-048,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Andromon,train
EX2-009.jpg,tcg_identifier,test,digimon,digimon,EX2,digimoncard.io:EX2-009,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Growlmon,train
EX3-016.jpg,tcg_identifier,test,digimon,digimon,EX3,digimoncard.io:EX3-016,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,SnowAgumon,train
EX4-062.jpg,tcg_identifier,test,digimon,digimon,EX4,digimoncard.io:EX4-062,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Kiriha Aonuma & Nene Amano,train
EX5-035.jpg,tcg_identifier,test,digimon,digimon,EX5,digimoncard.io:EX5-035,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Hawkmon,index
EX5-068.jpg,tcg_identifier,test,digimon,digimon,EX5,digimoncard.io:EX5-068,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Flashy Boss Punch,index
MO-10.jpg,tcg_identifier,test,digimon,digimon,MO,digimoncard.io:MO-10,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Magnadramon,train
P-187.jpg,tcg_identifier,test,digimon,digimon,P,digimoncard.io:P-187,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Mastemon,index
P-190.jpg,tcg_identifier,test,digimon,digimon,P,digimoncard.io:P-190,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Tweetmon,index
ST-172.jpg,tcg_identifier,test,digimon,digimon,ST,digimoncard.io:ST-172,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Preciomon,train
ST-99.jpg,tcg_identifier,test,digimon,digimon,ST,digimoncard.io:ST-99,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Morishellmon,train
ST17-12.jpg,tcg_identifier,test,digimon,digimon,ST17,digimoncard.io:ST17-12,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Giant Missile,train
ST21-10.jpg,tcg_identifier,test,digimon,digimon,ST21,digimoncard.io:ST21-10,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Gabumon,train
AD1-008.jpg,tcg_identifier,train,digimon,digimon,AD1,digimoncard.io:AD1-008,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,Gallantmon,train
AD1-017.jpg,tcg_identifier,train,digimon,digimon,AD1,digimoncard.io:AD1-017,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Dynasmon,train
BO-08.jpg,tcg_identifier,train,digimon,digimon,BO,digimoncard.io:BO-08,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,,train
BO-128.jpg,tcg_identifier,train,digimon,digimon,BO,digimoncard.io:BO-128,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Angemon,train
BO-167.jpg,tcg_identifier,train,digimon,digimon,BO,digimoncard.io:BO-167,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Gargomon,train
BO-178.jpg,tcg_identifier,train,digimon,digimon,BO,digimoncard.io:BO-178,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,Ankylomon,train
BO-255.jpg,tcg_identifier,train,digimon,digimon,BO,digimoncard.io:BO-255,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Sepikmon,train
BO-38.jpg,tcg_identifier,train,digimon,digimon,BO,digimoncard.io:BO-38,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Myotismon,train
BO-67.jpg,tcg_identifier,train,digimon,digimon,BO,digimoncard.io:BO-67,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Datamon,train
BO-74.jpg,tcg_identifier,train,digimon,digimon,BO,digimoncard.io:BO-74,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Deltamon,train
BT1-015.jpg,tcg_identifier,train,digimon,digimon,BT1,digimoncard.io:BT1-015,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Greymon,train
BT1-113.jpg,tcg_identifier,train,digimon,digimon,BT1,digimoncard.io:BT1-113,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Forbidden Temptation,train
BT10-049.jpg,tcg_identifier,train,digimon,digimon,BT10,digimoncard.io:BT10-049,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Ballistamon,train
BT10-055.jpg,tcg_identifier,train,digimon,digimon,BT10,digimoncard.io:BT10-055,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Gryphonmon,train
BT10-074.jpg,tcg_identifier,train,digimon,digimon,BT10,digimoncard.io:BT10-074,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,,train
BT10-075.jpg,tcg_identifier,train,digimon,digimon,BT10,digimoncard.io:BT10-075,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Damemon,train
BT10-091.jpg,tcg_identifier,train,digimon,digimon,BT10,digimoncard.io:BT10-091,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Ruli Tsukiyono,train
BT11-027.jpg,tcg_identifier,train,digimon,digimon,BT11,digimoncard.io:BT11-027,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Veedramon,train
BT11-028.jpg,tcg_identifier,train,digimon,digimon,BT11,digimoncard.io:BT11-028,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,MachGaogamon,train
BT11-044.jpg,tcg_identifier,train,digimon,digimon,BT11,digimoncard.io:BT11-044,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,MetalEtemon,train
BT11-053.jpg,tcg_identifier,train,digimon,digimon,BT11,digimoncard.io:BT11-053,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,Digitamamon,train
BT11-058.jpg,tcg_identifier,train,digimon,digimon,BT11,digimoncard.io:BT11-058,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,HerculesKabuterimon (X Antibody),train
BT11-059.jpg,tcg_identifier,train,digimon,digimon,BT11,digimoncard.io:BT11-059,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,RustTyrannomon,train
BT11-065.jpg,tcg_identifier,train,digimon,digimon,BT11,digimoncard.io:BT11-065,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Snatchmon,train
BT11-108.jpg,tcg_identifier,train,digimon,digimon,BT11,digimoncard.io:BT11-108,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,DG Dimension,train
BT12-007.jpg,tcg_identifier,train,digimon,digimon,BT12,digimoncard.io:BT12-007,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Guilmon,train
BT12-013.jpg,tcg_identifier,train,digimon,digimon,BT12,digimoncard.io:BT12-013,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,BurningGreymon,train
BT12-027.jpg,tcg_identifier,train,digimon,digimon,BT12,digimoncard.io:BT12-027,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Mermaimon,train
BT12-082.jpg,tcg_identifier,train,digimon,digimon,BT12,digimoncard.io:BT12-082,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Baalmon (X Antibody),train
BT12-108.jpg,tcg_identifier,train,digimon,digimon,BT12,digimoncard.io:BT12-108,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Super Eradication Attack,train
BT13-016.jpg,tcg_identifier,train,digimon,digimon,BT13,digimoncard.io:BT13-016,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,SaviorHuckmon,train
BT13-090.jpg,tcg_identifier,train,digimon,digimon,BT13,digimoncard.io:BT13-090,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,,train
BT13-104.jpg,tcg_identifier,train,digimon,digimon,BT13,digimoncard.io:BT13-104,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Final Shining Burst,train
BT13-107.jpg,tcg_identifier,train,digimon,digimon,BT13,digimoncard.io:BT13-107,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Vulcan Crusher,train
BT14-037.jpg,tcg_identifier,train,digimon,digimon,BT14,digimoncard.io:BT14-037,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,MagnaAngemon,train
BT14-053.jpg,tcg_identifier,train,digimon,digimon,BT14,digimoncard.io:BT14-053,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Rosemon,train
BT15-001.jpg,tcg_identifier,train,digimon,digimon,BT15,digimoncard.io:BT15-001,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Yokomon,train
BT15-008.jpg,tcg_identifier,train,digimon,digimon,BT15,digimoncard.io:BT15-008,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,,train
BT15-100.jpg,tcg_identifier,train,digimon,digimon,BT15,digimoncard.io:BT15-100,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Seventh Lightning,train
BT16-024.jpg,tcg_identifier,train,digimon,digimon,BT16,digimoncard.io:BT16-024,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,MagnaAngemon,index
BT16-058.jpg,tcg_identifier,train,digimon,digimon,BT16,digimoncard.io:BT16-058,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Dorugamon,index
BT16-102.jpg,tcg_identifier,train,digimon,digimon,BT16,digimoncard.io:BT16-102,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,,index
BT17-017.jpg,tcg_identifier,train,digimon,digimon,BT17,digimoncard.io:BT17-017,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,AncientGreymon,train
BT17-033.jpg,tcg_identifier,train,digimon,digimon,BT17,digimoncard.io:BT17-033,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,GeoGreymon,train
BT17-046.jpg,tcg_identifier,train,digimon,digimon,BT17,digimoncard.io:BT17-046,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Gargomon,train
BT17-059.jpg,tcg_identifier,train,digimon,digimon,BT17,digimoncard.io:BT17-059,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Diaboromon,train
BT18-007.jpg,tcg_identifier,train,digimon,digimon,BT18,digimoncard.io:BT18-007,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Gazimon,eval
BT18-018.jpg,tcg_identifier,train,digimon,digimon,BT18,digimoncard.io:BT18-018,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,EmperorGreymon,eval
BT18-026.jpg,tcg_identifier,train,digimon,digimon,BT18,digimoncard.io:BT18-026,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,DaiPenmon,eval
BT18-040.jpg,tcg_identifier,train,digimon,digimon,BT18,digimoncard.io:BT18-040,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,Dynasmon,eval
BT18-050.jpg,tcg_identifier,train,digimon,digimon,BT18,digimoncard.io:BT18-050,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Petaldramon,eval
BT18-065.jpg,tcg_identifier,train,digimon,digimon,BT18,digimoncard.io:BT18-065,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Snatchmon,eval
BT18-085.jpg,tcg_identifier,train,digimon,digimon,BT18,digimoncard.io:BT18-085,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,,eval
BT19-007.jpg,tcg_identifier,train,digimon,digimon,BT19,digimoncard.io:BT19-007,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,,train
BT19-054.jpg,tcg_identifier,train,digimon,digimon,BT19,digimoncard.io:BT19-054,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,MegaGargomon,train
BT19-064.jpg,tcg_identifier,train,digimon,digimon,BT19,digimoncard.io:BT19-064,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Justimon: Blitz Arm,train
BT19-087.jpg,tcg_identifier,train,digimon,digimon,BT19,digimoncard.io:BT19-087,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Nene Amano,train
BT2-028.jpg,tcg_identifier,train,digimon,digimon,BT2,digimoncard.io:BT2-028,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,AeroVeedramon,train
BT2-030.jpg,tcg_identifier,train,digimon,digimon,BT2,digimoncard.io:BT2-030,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,MetalSeadramon,train
BT2-078.jpg,tcg_identifier,train,digimon,digimon,BT2,digimoncard.io:BT2-078,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,WereGarurumon,train
BT2-082.jpg,tcg_identifier,train,digimon,digimon,BT2,digimoncard.io:BT2-082,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Diaboromon,train
BT2-107.jpg,tcg_identifier,train,digimon,digimon,BT2,digimoncard.io:BT2-107,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Darkness Claw,train
BT20-006.jpg,tcg_identifier,train,digimon,digimon,BT20,digimoncard.io:BT20-006,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,,train
BT20-012.jpg,tcg_identifier,train,digimon,digimon,BT20,digimoncard.io:BT20-012,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,,train
BT20-019.jpg,tcg_identifier,train,digimon,digimon,BT20,digimoncard.io:BT20-019,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Jesmon (X Antibody),train
BT20-020.jpg,tcg_identifier,train,digimon,digimon,BT20,digimoncard.io:BT20-020,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Imperialdramon: Fighter Mode,train
BT20-041.jpg,tcg_identifier,train,digimon,digimon,BT20,digimoncard.io:BT20-041,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Crowmon,train
BT20-043.jpg,tcg_identifier,train,digimon,digimon,BT20,digimoncard.io:BT20-043,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Varodurumon,train
BT20-047.jpg,tcg_identifier,train,digimon,digimon,BT20,digimoncard.io:BT20-047,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Solarmon,train
BT20-067.jpg,tcg_identifier,train,digimon,digimon,BT20,digimoncard.io:BT20-067,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Soulmon,train
BT20-071.jpg,tcg_identifier,train,digimon,digimon,BT20,digimoncard.io:BT20-071,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,Soloogarmon,train
BT20-076.jpg,tcg_identifier,train,digimon,digimon,BT20,digimoncard.io:BT20-076,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,Imperialdramon: Dragon Mode,train
BT20-078.jpg,tcg_identifier,train,digimon,digimon,BT20,digimoncard.io:BT20-078,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Reapermon,train
BT20-088.jpg,tcg_identifier,train,digimon,digimon,BT20,digimoncard.io:BT20-088,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,,train
BT20-099.jpg,tcg_identifier,train,digimon,digimon,BT20,digimoncard.io:BT20-099,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Singularity of Chaos,train
BT21-004.jpg,tcg_identifier,train,digimon,digimon,BT21,digimoncard.io:BT21-004,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Koromon,train
BT21-060.jpg,tcg_identifier,train,digimon,digimon,BT21,digimoncard.io:BT21-060,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Destromon,train
BT21-063.jpg,tcg_identifier,train,digimon,digimon,BT21,digimoncard.io:BT21-063,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,Gumdramon,train
BT21-068.jpg,tcg_identifier,train,digimon,digimon,BT21,digimoncard.io:BT21-068,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,,train
BT21-069.jpg,tcg_identifier,train,digimon,digimon,BT21,digimoncard.io:BT21-069,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,GulusGammamon,train
BT21-080.jpg,tcg_identifier,train,digimon,digimon,BT21,digimoncard.io:BT21-080,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-10,Hiro Amanokawa,train
BT21-083.jpg,tcg_identifier,train,digimon,digimon,BT21,digimoncard.io:BT21-083,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Taiki Kudo,train
BT22-001.jpg,tcg_identifier,train,digimon,digimon,BT22,digimoncard.io:BT22-001,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Puyoyomon,index
BT22-021.jpg,tcg_identifier,train,digimon,digimon,BT22,digimoncard.io:BT22-021,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Shellmon,index
BT22-035.jpg,tcg_identifier,train,digimon,digimon,BT22,digimoncard.io:BT22-035,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,Entermon,index
BT22-076.jpg,tcg_identifier,train,digimon,digimon,BT22,digimoncard.io:BT22-076,digimoncard.io public API — verify digimoncard.io/api-documentation terms before redistribution,2026-09-13,ShinMonzaemon,index
